id,title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
309,Redo of Healer,"In a world of monsters, adventurers and magic, some of the most gifted healers are subjugated to brute force. Keyaru gains the ability to rewind time and turns the tables on those who’ve exploited him in this dark fantasy tale of vengeance and fury.",1/13/21,17.5555,"Animation, Action & Adventure, Sci-Fi & Fantasy, Drama, Crime",Japan,Japanese,8.3,988
310,Bloodhounds,Two young boxers band together with a benevolent moneylender to take down a ruthless loan shark who preys on the financially desperate.,6/9/23,11.2762,"Drama, Action & Adventure, Crime",South Korea,Korean,8.318,467
311,Komi Can't Communicate,"At a high school full of unique characters, Tadano helps his shy and unsociable classmate Komi reach her goal of making friends with 100 people.",10/7/21,9.5717,"Animation, Comedy, Drama",Japan,Japanese,8.3,541
312,Date A Live,"Thirty years ago a strange phenomenon called a ""spacequake"" devastated the center of Eurasia, claiming the lives of at least 150 million people. Since then, smaller spacequakes plague the world on an irregular basis. Shido Itsuka, a seemingly ordinary high schooler comes across a mysterious girl at the ground zero of a spacequake and learns she is one of the ""Spirits"" who are the real cause of the spacequakes that occur when they manifest themselves in the world. He is recruited to make use of his mysterious ability to seal the Spirits' powers thus stopping them from being a threat to mankind. However, there is a catch: to seal a Spirit's power, he must make her fall in love with him and kiss him.",4/6/13,16.6763,"Animation, Sci-Fi & Fantasy, Comedy, Action & Adventure",Japan,Japanese,8.317,470
313,Tulsa King,"New York mafia capo Dwight ""The General"" Manfredi is released from prison after 25 years and exiled by his boss to set up shop in Tulsa, Oklahoma. Realizing that his mob family may not have his best interests in mind, Dwight slowly builds a crew.",11/13/22,146.0151,"Crime, Drama, Comedy",United States,English,8.316,2395
314,MASHLE: MAGIC AND MUSCLES,"This is a world of magic where magic is used for everything. But deep in the forest exists a young man who spends his time training and bulking up. He can't use magic, but he enjoys a peaceful life with his father. But one day, his life is put in danger! Will his muscular body protect him from the magic users who are out to get him? Powerfully trained muscles crush magic as this abnormal magical fantasy begins!",4/8/23,14.5018,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.314,584
315,A Love So Beautiful,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",12/28/20,4.1734,"Drama, Comedy",South Korea,Korean,8.3,592
316,Teenage Mutant Ninja Turtles,"The Teenage Mutant Ninja Turtles are back in an all-new animated series on Nickelodeon! Surfacing topside for the first time on their fifteenth birthday, the titular turtles, Leonardo, Michelangelo, Raphael and Donatello, find that life out of the sewers isn't exactly what they thought it would be. Now the turtles must work together as a team to take on new enemies that arise to take over New York City.",9/28/12,14.3959,"Action & Adventure, Kids, Animation, Sci-Fi & Fantasy, Comedy",United States,English,8.313,756
317,The Vampire Diaries,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",9/10/09,61.714,"Drama, Sci-Fi & Fantasy",United States,English,8.312,9371
318,Harley Quinn,"Harley Quinn has finally broken things off once and for all with the Joker. Now, she's trying to make it on her own as the criminal Queenpin of Gotham City, with help from Poison Ivy and a ragtag crew of DC castoffs.",11/29/19,12.3267,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",United States,English,8.311,1117
319,Outer Banks,"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.",4/15/20,12.1283,"Action & Adventure, Drama, Mystery",United States,English,8.3,1114
320,I Am Not a Robot,"Kim Min Gyu has wealth and success, but lives an isolated life due to his allergy of people. He then meets and falls in love with a girl who is pretending to be a robot for her ex-boyfriend, a genius robots professor.",12/6/17,5.0505,"Comedy, Sci-Fi & Fantasy, Drama",South Korea,Korean,8.31,804
321,Ben 10: Alien Force,"Five years later, 15-year-old Ben Tennyson chooses to once again put on the Omnitrix and discovers that it has recalibrated and can now transform him into 10 brand new aliens. Joined by his super-powered cousin Gwen Tennyson and his equally powerful former enemy Kevin Levin, Ben is on a mission to find his missing Grandpa Max. In order to save his Grandpa, Ben must defeat the evil DNAliens, a powerful alien race intent on destroying the galaxy, starting with planet Earth.",4/18/08,10.3841,"Animation, Sci-Fi & Fantasy, Action & Adventure",United States,English,8.31,1142
322,Onyx Equinox,"A young Aztec boy is saved from death by the gods and chosen to act as ‘humanity’s champion,’ forced to discard his apathy toward his fellow man and prove humanity’s potential in a fight that spans across fantastical-yet-authentic Mesoamerican cultures.",11/21/20,1.0952,"Sci-Fi & Fantasy, Animation, Action & Adventure",United States,English,8.307,251
323,House of the Dragon,"The Targaryen dynasty is at the absolute apex of its power, with more than 15 dragons under their yoke. Most empires crumble from such heights. In the case of the Targaryens, their slow fall begins when King Viserys breaks with a century of tradition by naming his daughter Rhaenyra heir to the Iron Throne. But when Viserys later fathers a son, the court is shocked when Rhaenyra retains her status as his heir, and seeds of division sow friction across the realm.",8/21/22,35.6633,"Sci-Fi & Fantasy, Drama, Action & Adventure",United States,English,8.3,5576
324,Magical Sempai,Our MC finds out that his school requires him to join a club and during his reluctant search he stumbles upon Tejina-senpai attempting magic tricks in her clubroom. Tejina-senpai has massive stage fright however and so now that she has an audience her attempts are simply comedic.,7/2/19,4.4734,"Animation, Comedy",Japan,Japanese,8.307,326
325,The Disastrous Life of Saiki K.,"High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult.",7/11/16,11.055,"Animation, Comedy, Sci-Fi & Fantasy",Japan,Japanese,8.3,348
326,Criminal Minds,"An elite team of FBI profilers analyze the country's most twisted criminal minds, anticipating their next moves before they strike again. The Behavioral Analysis Unit's most experienced agent is David Rossi, a founding member of the BAU who returns to help the team solve new cases.",9/22/05,94.8485,"Crime, Drama, Mystery",United States,English,8.3,3951
327,Prehistoric Planet,"Experience the wonders of our world like never before in this epic series from Jon Favreau and the producers of Planet Earth. Travel back 66 million years to when majestic dinosaurs and extraordinary creatures roamed the lands, seas, and skies.",5/23/22,7.019,Documentary,United Kingdom,English,8.3,458
328,PEN15,"Middle school as it really happened. Maya Erskine and Anna Konkle star in this adult comedy, playing versions of themselves as thirteen-year-old outcasts in the year 2000, surrounded by actual thirteen-year-olds, where the best day of your life can turn into your worst with the stroke of a gel pen.",2/8/19,5.1824,Comedy,United States,English,8.305,298
329,Bakugan Battle Brawlers,Centers on the lives of creatures called Bakugan and the battle brawlers who possess them.,4/5/07,10.2602,"Action & Adventure, Animation, Kids, Sci-Fi & Fantasy","Canada, Japan, Jamaica",Japanese,8.305,380
330,Revenge of Others,"A boy falls to his death at school, but Ok Chan-mi does not believe that her twin brother, Park Won-seok, committed suicide. Chan-mi transfers to her brother's school, Yongtan High, and meets Ji Soo-heon, who witnessed her brother's death. A ""hero,"" who avenges bullied students, appears at Yongtan High. Chan-mi speculates that it may be connected to her brother and starts looking for this hero.",11/9/22,7.931,"Drama, Mystery",South Korea,Korean,8.304,286
331,Uzaki-chan Wants to Hang Out!,"Shinichi Sakurai’s one wish is for a little peace and quiet. But Hana Uzaki — his boisterous, well-endowed underclassman — has other plans. All she wants is to hang out and poke fun at him. With the help of her chipper charm and peppy persistence, this might just be the start of a beautiful relationship!",7/10/20,8.306,"Animation, Comedy",Japan,Japanese,8.3,973
332,Supernatural,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",9/13/05,209.8347,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,8.3,8079
333,Samurai Champloo,"Break-dancing but fierce warrior Mugen has to deal with the cold-blooded and conceited Jin, a samurai who believes he is above all. These sworn enemies are brought together by Fuu for a special task.",5/20/04,7.809,"Action & Adventure, Animation, Comedy, Drama",Japan,Japanese,8.3,720
334,Hasta que la plata nos separe,"Rafael Méndez and Alejandra Maldonado are salesmen from opposite sides of life. While Méndez depends on informal sales, and that without any higher education degree, Alejandra carries her duties as the Commercial Manager of a car dealership with an MBA degree and a hard attitude up her sleeve. An unfortunate car accident will bring them together, and they will have to get the best of each other in order to survive their respective realities.",5/22/06,2.0356,Drama,Colombia,Spanish,8.3,400
335,Human Planet,A cinematic experience bringing you the most amazing human stories in the world. Humans and wildlife surviving in the most extreme environments on Earth.,1/13/11,1.9623,Documentary,United Kingdom,English,8.3,202
336,Harina,"The misadventures of Lieutenant Harina and his partner, Officer Ramírez, a very special police couple, who find themselves with the opportunity of a lifetime",3/10/22,1.0909,"Comedy, Action & Adventure, Crime",Mexico,Spanish,8.297,212
337,My Love From Another Star,"An alien who came to Earth 400 years ago is almost able to return to his own planet, but when he meets a famous actress, he doesn't want to go home.",12/18/13,5.8592,"Comedy, Drama",South Korea,Korean,8.297,794
338,My Little Monster,"Mizutani Shizuku finds peace in her studies.  Working hard to stay at the top of the class, alone but focused.  When she is tasked with delivering class materials to Yoshida Haru, her world starts to rapidly expand.  With some new friends and feelings, will she be able to stay focused on her studies?",10/2/12,4.6791,"Animation, Comedy, Drama",Japan,Japanese,8.297,350
339,Dorohedoro,"Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat.",1/13/20,6.2758,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.296,375
340,Healer,"A star reporter, a second-rate journalist and a man by the code name ""Healer"" are brought together by a long-buried incident that hides dark truths.",12/8/14,4.9401,"Comedy, Action & Adventure, Mystery, Drama",South Korea,Korean,8.3,303
341,Fargo,"A close-knit anthology series dealing with stories involving malice, violence and murder based in and around Minnesota.",4/15/14,35.557,"Crime, Drama",United States,English,8.3,3033
342,Vagabond,"Stuntman Cha Dal-geon gets involved in a tragic airplane crash and ends up discovering a national corruption scandal in the process. Go Hae-ri, the oldest daughter of a deceased marine, decides to work for the National Intelligence Service as a secret ops agent in order to support her mom and younger siblings, although all she wanted to do is to become a civil servant.",9/20/19,7.2731,"Drama, Mystery, Action & Adventure",South Korea,Korean,8.3,488
343,Fated to Love You,A wealthy business heir marries an ordinary office worker after they have a one-night stand that leads to her unexpectedly becoming pregnant.,7/2/14,3.5154,"Comedy, Drama",South Korea,Korean,8.292,260
344,Clannad,"Tomoya Okazaki is a third year high school student resentful of his life. His mother passed away from a car accident when he was younger, causing his father to resort to alcohol and cigarettes. This results in fights between the two until Tomoya's shoulder is injured in a fight. Since then, Tomoya has had distant relationships with his father, causing him to become a delinquent over time. While on a walk to school, he meets a strange girl named Nagisa Furukawa who is a year older, but is repeating due to illness. Due to this, she is often alone as most of her friends have moved on. The two begin hanging out and slowly, as time goes by, Tomoya finds his life shifting in a new direction.",10/5/07,9.436,"Animation, Comedy, Drama, Sci-Fi & Fantasy",Japan,Japanese,8.3,460
345,Girl Meets World,"The adventures of relatable and adventurous Riley Matthews, the tween daughter of Cory and Topanga Matthews, and her bold best friend Maya as they traverse the twists and turns of teenage years at Manhattan's John Quincy Adams Middle School where Riley's dad is their History teacher.",6/27/14,9.7488,"Comedy, Family",United States,English,8.289,709
346,Euphoria,"A group of high school students navigate love and friendships in a world of drugs, sex, trauma, and social media.",6/16/19,36.3287,Drama,United States,English,8.3,10214
347,Black Mirror,"Twisted tales run wild in this mind-bending anthology series that reveals humanity's worst traits, greatest innovations and more.",12/4/11,36.2079,"Sci-Fi & Fantasy, Drama, Mystery",United Kingdom,English,8.287,5805
348,Spider-Man,"Bitten by a neogenetic spider, Peter Parker develops spider-like superpowers. He uses these to fight crime while trying to balance it with the struggles of his personal life.",11/19/94,15.2202,"Animation, Action & Adventure",United States,English,8.287,1082
349,Plunderer,"In a post-apocalyptic world dominated by the so-called ""Numbers,"" each human will have their identity branded with their own ""Count,"" which could define any number related to their life. May it be one's walked distance or amount of compliments given to them by others, this Count could lead them to the abyss when it has dropped to zero. In the year 305 of the Alcian calendar, Hina has inherited a mission from her Mother, whose Count has depreciated to zero, to search for the Legendary Red Baron. In her adventure, she meets a half-masked swordsman named Licht who tries to hide his identity, as he is known as a degenerate for having an incredibly low Count.",1/9/20,6.2431,"Action & Adventure, Sci-Fi & Fantasy, Animation",Japan,Japanese,8.286,769
350,All of Us Are Dead,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,1/28/22,18.9177,"Action & Adventure, Drama, Sci-Fi & Fantasy",South Korea,Korean,8.3,4184
351,Stargate SG-1,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",7/27/97,75.5587,"Sci-Fi & Fantasy, Action & Adventure","Canada, United States",English,8.3,1708
352,Fleabag,"A portrait into the mind of a dry-witted, sexual, angry, porn-watching, grief-riddled woman, trying to make sense of the world. As she hurls herself headlong at modern living, Fleabag is thrown roughly up against the walls of contemporary London, with all its frenetic energy, late nights, and bright lights.",7/21/16,6.7059,"Comedy, Drama",United Kingdom,English,8.283,1686
353,She Was Pretty,"After a complete reversal of fortune and looks, childhood sweethearts reunite for the first time in 15 years as employees at a fashion magazine.",9/16/15,3.8585,"Comedy, Drama",South Korea,Korean,8.282,954
354,Saint Seiya: The Lost Canvas,"The Sacred war tale that took place during the 18th century is now unveiled. Tenma, Alone and Sasha, three orphans living their childhood protecting each other and then separated at diferent ages made a pact to meet again. Find themselves again connected but now in roles they never saw as posible. Pegasus, Hades and Athena. Its now time to fight but destiny can be bitter since war between Athena and Hades forces can put old friends and families face to face.",6/24/09,5.5346,"Animation, Action & Adventure, Drama",Japan,Japanese,8.3,634
355,True Detective,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",1/12/14,36.6714,"Drama, Mystery",United States,English,8.3,3844
356,Charlotte,"All thanks to the special ability that he developed, Yuu was able to  cheat his way into a very prestigious high school. With his power, he  thought nothing was going to stand in his way, until he met a mysterious  girl named Nao Tomori and other students with special abilities just like him. It was the beginning to a new life.",7/5/15,8.7428,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,8.3,622
357,Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",11/17/15,42.8256,Drama,United States,English,8.3,1212
358,The Case Study of Vanitas,"In 19th-century Paris, young vampire Noé finds the Book of Vanitas in human hands. Calling himself Vanitas, this doctor wields its power and tempts Noé with a plan to “cure” all vampires. Allying with him may be dangerous, but does he have a choice?",7/3/21,9.043,"Animation, Mystery, Action & Adventure",Japan,Japanese,8.3,228
359,Welcome to Demon School! Iruma-kun,"Fourteen-year-old Iruma Suzuki has just been abandoned and sold to a demon by his irresponsible parents! Surprisingly, the next thing he knows he's living with the demon who has adopted him as his new grandson and has been transferred into a school in the Netherworld where his new demon grandfather works as the principal. Thus begins the cowardly Iruma-kun's extraordinary school life among the otherworldly as he faces his true self, takes on challenges, and rises to become someone great.",10/5/19,13.804,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.3,277
360,Cumbia Ninja,"In a major slum called La Colina, young idealist Hache and his friends will confront the drug dealers who control the neighborhood. They will succeed with the help of music, an old Chinese ninja master and a mythical character who also lives in La Colina. Simultaneously, Juana will find shelter there as she runs away from her family's assassins.",9/5/13,2.2082,"Drama, Sci-Fi & Fantasy, Comedy, Crime",Colombia,Spanish,8.284,308
361,1883,"Follow the Dutton family as they embark on a journey west through the Great Plains toward the last bastion of untamed America. A stark retelling of Western expansion, and an intense study of one family fleeing poverty to seek a better future in America’s promised land — Montana.",12/19/21,11.3337,"Drama, Western",United States,English,8.3,814
362,Touch Your Heart,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",2/6/19,4.4796,"Comedy, Drama",South Korea,Korean,8.278,354
363,Henry Danger,"When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!",7/26/14,20.4274,"Comedy, Family, Kids, Drama",United States,English,8.278,1129
364,Succession,Follow the lives of the Roy family as they contemplate their future once their aging father begins to step back from the media and entertainment conglomerate they control.,6/3/18,30.7373,"Drama, Comedy",United States,English,8.3,1451
365,Tokyo Ghoul,"Ken Kaneki, a bookworm college student, meets Rize, a girl his own age with whom he shares many interests.",7/4/14,20.0648,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,8.3,2442
366,It's Always Sunny in Philadelphia,"Four egocentric friends run a neighborhood Irish pub in Philadelphia and try to find their way through the adult world of work and relationships. Unfortunately, their warped views and precarious judgments often lead them to trouble, creating a myriad of uncomfortable situations that usually only get worse before they get better.",8/4/05,29.3249,Comedy,United States,English,8.3,1236
367,Physics or Chemistry,"It tells the stories of a group of teachers and students from a central fictional school in Madrid. Under the gaze of some new teachers, newcomers to the center, we will know the passions, interests, aspirations and dreams of a group of rebellious teenagers who are in their last years of high school.",2/4/08,2.8676,"Drama, Comedy",Spain,Spanish,8.3,300
368,Ninja Kamui,"A team of assassins exacts a bloody retribution on Joe Logan – a former ninja who escaped his clan – and his family for betraying their ancient code. Rising from his seeming ""death,"" Joe will re-emerge as his former self – Ninja Kamui – to avenge his family and friends and bring down the very clan that made him.",2/11/24,7.0393,"Animation, Action & Adventure",United States,English,8.272,325
369,Vampire Knight,"At Cross Academy, two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires.",4/8/08,5.3617,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy, Mystery",Japan,Japanese,8.271,323
370,Defending Jacob,A family's lives are irreparably disrupted when the 14-year-old son is accused of murdering a fellow classmate.,4/24/20,4.4794,"Drama, Mystery, Crime",United States,English,8.3,1506
371,Grimm,"After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms,"" he increasingly finds his responsibilities as a detective at odds with his new responsibilities as a Grimm.",10/28/11,40.7277,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,8.27,3404
372,Lessons in Chemistry,"In the 1950s, Elizabeth Zott's dream of being a scientist is challenged by a society that says women belong in the domestic sphere. She accepts a job on a TV cooking show and sets out to teach a nation of overlooked housewives way more than recipes.",10/12/23,4.6682,Drama,United States,English,8.265,324
373,The King: Eternal Monarch,Korean emperor Lee Gon tries to close the doors to a parallel world which was opened by demons; a detective tries to protect the people and the one she loves.,4/17/20,8.1232,"Sci-Fi & Fantasy, Drama",South Korea,Korean,8.269,885
374,Justice League Unlimited,The galaxy's most powerful superheroes return to battle the allied villains and criminal plots that endanger the universe.,7/31/04,10.3227,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",United States,English,8.269,831
375,Akame ga Kill!,"Young Tatsumi travels to the capital of the Empire in order to earn money for his starving people and encounters a world of unimaginable depravity, dominated by the ruthless Prime Minister who controls the child Emperor. Tatsumi is recruited by Night Raid, a group of assassins dedicated to eliminating corruption by mercilessly killing officials and privileged nobles.",7/7/14,11.3318,"Animation, Drama, Action & Adventure",Japan,Japanese,8.268,1154
376,Wayne,"In this gritty and sometimes bloody tale, sixteen year-old Wayne sets out on a dirt bike with his new crush Del to take back the 1978 Pontiac Trans Am that was stolen from his father before he died. It is Wayne and Del against the world.",1/16/19,4.7415,"Drama, Action & Adventure, Comedy",United States,English,8.267,527
377,The West Wing,The West Wing provides a glimpse into presidential politics in the nation's capital as it tells the stories of the members of a fictional presidential administration. These interesting characters have humor and dedication that touches the heart while the politics that they discuss touch on everyday life.,9/22/99,29.3107,Drama,United States,English,8.3,532
378,Beelzebub,"Violent delinquent Oga encounters a baby one day, which crawls onto his back and immediately forms an attachment to him. Though he doesn't know it yet, this baby is named Kaiser de Emperana Beelzebub IV, or ""Baby Beel"" for short—the son of the Demon Lord!",1/9/11,9.2152,"Animation, Comedy, Drama",Japan,Japanese,8.265,262
379,Big Mouth,"A lawyer with a ten-percent winning rate is caught up in a murder case and becomes the notorious and genius con artist, Big Mouse, overnight. In order to survive and protect his family, he tries to reveal the true colors of the privileged people involved in a huge conspiracy.",7/29/22,13.2465,"Mystery, Drama, Crime",South Korea,Korean,8.3,305
380,Andor,"In an era filled with danger, deception and intrigue, Cassian Andor will discover the difference he can make in the struggle against the tyrannical Galactic Empire. He embarks on a path that is destined to turn him into a rebel hero.",9/21/22,17.7305,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,8.264,1750
381,Plastic Memories,"After failing his college entrance exams, 18 year-old Tsukasa Mizugaki is offered a position at the renowned SAI Corporation, known for its production and management of Giftia, androids that possess human emotions. Tsukasa’s position is in the terminal service department where the main job is to recover Giftias that are close to their expiration, a graveyard department in every sense. To make matters worse, Tsukasa is ordered to work with Isla, a female Giftia who is never given any responsibility other than serving tea to co-workers.",4/5/15,6.2579,"Animation, Drama, Sci-Fi & Fantasy",Japan,Japanese,8.3,231
382,Seirei Gensouki: Spirit Chronicles,"His past life and current life are intersecting--a boy with memories of two lives faces his destiny! After his mother was killed at an early age, the orphaned Rio fought his hardest to survive in the slums. One day, he awakens to the memories of Haruto Amakwa, who died in an accident while dreaming of being reunited with his childhood friend, and Rio realizing he has reincarnated in a world of swords and sorcery.",7/6/21,10.7136,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.3,240
383,Heartland,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",10/14/07,26.7598,"Family, Drama, Comedy",Canada,English,8.3,568
384,Merlí. Sapere Aude,"In this drama set at a university, a wayward philosophy student navigate life on campus while seeking guidance from an intriguing new professor.",12/5/19,2.7907,"Comedy, Drama",Spain,Catalan,8.3,825
385,Himouto! Umaru-chan,"People are not always who they appear to be, as is the case with Umaru Doma, the perfect high school girl—that is, until she gets home! Once the front door closes, the real fun begins. When she dons her hamster hoodie, she transforms from a refined, over-achieving student into a lazy, junk food-eating otaku, leaving all the housework to her responsible older brother Taihei. Whether she's hanging out with her friends Nana Ebina and Kirie Motoba, or competing with her self-proclaimed ""rival"" Sylphinford Tachibana, Umaru knows how to kick back and have some fun!

Himouto! Umaru-chan is a cute story that follows the daily adventures of Umaru and Taihei, as they take care of—and put up with—each other the best they can, as well as the unbreakable bonds between friends and siblings.",7/9/15,7.255,"Animation, Comedy",Japan,Japanese,8.3,677
386,Boys Over Flowers,Unassuming high school girl Jan-di stands up to — and eventually falls for — a spoiled rich kid who belongs to the school's most powerful clique.,1/5/09,10.2379,"Comedy, Drama",South Korea,Korean,8.261,1791
387,Dragon Ball,"Young Goku sets off on a quest with his teenage friend Bulma to find the seven Dragon Balls, which grant whoever possesses them a single wish.",2/26/86,1.8546,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.3,3263
388,Fawlty Towers,"Owner Basil Fawlty, his wife Sybil, a chambermaid Polly, and Spanish waiter Manuel attempt to run their hotel amidst farcical situations and an array of demanding guests.",9/19/75,4.7274,Comedy,United Kingdom,English,8.261,757
389,Ben 10: Omniverse,"A year after the events that took place during the ""Final Battle"" and equipped with an all-new completed Omnitrix, 16-year-old Ben Tennyson has to face new enemies.",8/1/12,9.847,"Action & Adventure, Animation, Sci-Fi & Fantasy, Kids",United States,English,8.258,500
390,Boy Meets World,"The coming of age events and everyday life-lessons of Cory Matthews, a Philadelphian who grows up from a young boy to a married man.",9/24/93,13.1244,"Drama, Comedy, Family",United States,English,8.258,534
391,The Midnight Gospel,"Traversing trippy worlds inside his universe simulator, Clancy the space caster explores existential questions about life, death and everything in between.",4/20/20,2.8975,"Animation, Comedy, Sci-Fi & Fantasy, Mystery",United States,English,8.3,887
392,True Beauty,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",12/9/20,18.7745,"Comedy, Drama",South Korea,Korean,8.256,2505
393,Sweet Home,"As humans turn into savage monsters and the world plunges into terror, a handful of survivors fight for their lives — and to hold on to their humanity.",12/18/20,17.9508,"Sci-Fi & Fantasy, Action & Adventure",South Korea,Korean,8.3,1509
394,Castlevania,A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself.,7/7/17,9.1025,"Animation, Sci-Fi & Fantasy, Drama",United States,English,8.257,1457
395,Love Alarm,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",8/22/19,5.2728,"Drama, Sci-Fi & Fantasy",South Korea,Korean,8.3,2018
396,Mr. Robot,"A contemporary and culturally resonant drama about a young programmer, Elliot, who suffers from a debilitating anti-social disorder and decides that he can only connect to people by hacking them. He wields his skills as a weapon to protect the people that he cares about. Elliot will find himself in the intersection between a cybersecurity firm he works for and the underworld organizations that are recruiting him to bring down corporate America.",6/24/15,29.1512,"Crime, Drama",United States,English,8.3,5049
397,Yellowstone,"Follow the violent world of the Dutton family, who controls the largest contiguous ranch in the United States. Led by their patriarch John Dutton, the family defends their property against constant attack by land developers, an Indian reservation, and America’s first National Park.",6/20/18,62.9261,"Western, Drama",United States,English,8.254,2922
398,My Teen Romantic Comedy SNAFU,"So exactly what’s going to happen when Hachiman Hikigaya, an isolated high school student with no friends, no interest in making any and a belief that everyone else’s supposedly great high school experiences are either delusions or outright lies, is coerced by a well meaning faculty member into joining the one member “Volunteer Services Club” run by Yukino Yukinoshita, who’s smart, attractive and generally considers everyone in her school to be her complete inferior?",4/5/13,11.2438,"Animation, Comedy, Drama",Japan,Japanese,8.3,547
399,Hannibal,"Both a gift and a curse, Graham has the extraordinary ability to think like his prey—he sees what they see, feels what they feel. But while Graham is pursuing an especially troubling, cannibalistic murderer, Special Agent Jack Crawford teams him with a highly respected psychiatrist – a man with a taste for the criminal minded – Dr. Hannibal Lecter.",4/4/13,18.9997,"Drama, Crime",United States,English,8.3,2733
400,Yu-Gi-Oh! Duel Monsters,"Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",4/18/00,10.9623,"Animation, Action & Adventure",Japan,Japanese,8.3,996
401,POSE,"A dance musical that explores the juxtaposition of several segments of 1980s life and society in New York: the ball culture world, the rise of the luxury Trump-era universe and the downtown social and literary scene.",6/3/18,7.6723,Drama,United States,English,8.3,576
402,Blend · S,"High school girl Maika Sakuranomiya has trouble finding a part-time job because of how scary she looks when smiling. However, she is scouted one day by Dino, the manager of the café Stile where its waitresses play unique traits such as tsundere and younger sister. Maika is given a sadist trait because of her looks and has to adopt a dominant and cruel persona when servicing customers, particularly masochist ones.",10/8/17,4.9795,"Animation, Comedy, Drama",Japan,Japanese,8.253,255
403,Queer As Folk,"Brash humor and genuine emotion make up this original series revolving around the lives, loves, ambitions, careers and friendships of a group of gay men and women living on Liberty Avenue in contemporary Pittsburgh, PA. The show offers an unapologetic look at modern, urban gay and lesbian lives while addressing the most critical health and political issues affecting the community. Sometimes racy, sometimes sensitive and always straight to the heart.",12/3/00,8.992,Drama,United States,English,8.3,520
