id,title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
1732,Behind Her Eyes,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,2/17/21,6.9941,Drama,United Kingdom,English,7.3,636
1733,You're the Worst,"Narcissistic, brash, and self-destructive Jimmy Shive-Overly thinks all relationships are doomed. Cynical, people-pleasing, and stubborn Gretchen Cutler knows that relationships aren't for her. So when they meet at a wedding, it's only natural that the two of them go home together.",7/17/14,6.2728,"Comedy, Drama",United States,English,7.335,236
1734,"Beverly Hills, 90210","Follow the lives of a group of teenagers living in the upscale, star-studded community of Beverly Hills, California and attending the fictitious West Beverly Hills High School and, subsequently, the fictitious California University after graduation.",10/4/90,27.3366,"Drama, Soap",United States,English,7.335,786
1735,The Terror,A chilling anthology series featuring stories of people in terrifying situations inspired by true historical events.,3/26/18,7.2085,"Mystery, Drama, Sci-Fi & Fantasy",United States,English,7.334,926
1736,Monster: The Ed Gein Story,"The shocking true-life tale of Ed Gein, the infamous murderer and grave robber who inspired many of Hollywood's most iconic on-screen killers.",10/3/25,31.9474,"Drama, Crime",United States,English,7.326,394
1737,María la del Barrio,"A brave, poor young girl is welcomed into a rich family and develops a romance with their misogynist youngest son, driving a woman already in love with him to go to great lengths to destroy their relationship.",8/14/95,4.8917,"Drama, Soap",Mexico,Spanish,7.3,568
1738,Dawson's Creek,Dawson's Creek is an American teen drama that portrays the fictional lives of a close-knit group of teenagers through high school and college.,1/20/98,20.9748,"Drama, Soap",United States,English,7.3,581
1739,Chapelwaite,"In the 1850s, Captain Charles Boone relocates his family of three children to his ancestral home in the small, seemingly sleepy town of Preacher’s Corners, Maine after his wife dies at sea. Charles will soon have to confront the secrets of his family’s sordid history, and fight to end the darkness that has plagued the Boones for generations.",8/22/21,3.1224,"Drama, Mystery",United States,English,7.331,246
1740,La tormenta,"La Tormenta is a Colombian 2005 telenovela produced by RTI Colombia and broadcast by Telemundo and Caracol TV, starring Natalia Streignard and Christian Meier.

Maria Teresa is a woman accustomed to living in the city, but she has to move to live at ‘La Tormenta’, her family’s estate, to try to save her family from financial ruin. The family is facing economic problems and she thinks La Tormenta will save them from bankruptcy.",9/19/05,5.2907,"Drama, Soap",Colombia,Spanish,7.331,337
1741,Modern Love,"An unlikely friendship. A lost love resurfaced. A marriage at its turning point. A date that might not have been a date. An unconventional new family. These are unique stories about the joys and tribulations of love, each inspired by true events.",10/18/19,7.0677,Comedy,United States,English,7.33,359
1742,The Five Juanas,Five women with the same birthmark set out to unravel the truth about their pasts and discover a tragic web of lies spun by a powerful politician.,10/6/21,2.6109,"Drama, Mystery, Crime",Mexico,Spanish,7.328,271
1743,Knuckles,Knuckles embarks on a hilarious and action-packed journey of self-discovery as he agrees to train Wade as his protégé and teach him the ways of the Echidna warrior.,4/26/24,5.4428,"Action & Adventure, Family, Comedy",United States,English,7.334,440
1744,Marvel's Runaways,Every teenager thinks their parents are evil. What if you found out they actually were? Six diverse teenagers who can barely stand each other must unite against a common foe – their parents.,11/21/17,7.5217,"Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,7.327,942
1745,Victoria,"The story of Queen Victoria, who came to the throne at a time of great economic turbulence and resurgent republicanism – and died 64 years later the head of the largest empire the world had ever seen, having revitalised the throne’s public image and become “grandmother of Europe”.",8/28/16,9.3783,Drama,United Kingdom,English,7.3,275
1746,To the Lake,A grim drama that unfolds against the backdrop of a global catastrophe. An unknown new virus turns Moscow into a city of the dead. Money loses its value and those not yet infected struggle desperately for food and survival.,11/14/19,5.7345,"Sci-Fi & Fantasy, Drama, Action & Adventure",Russia,Russian,7.326,267
1747,Tres Caínes,"The story follows the Castaño Gil family, a prosperous cattle ranching family marked by the kidnapping and murder of patriarch José Castaño by the guerrilla. This event triggers the decision of brothers Fidel, Vicente, and Carlos to form a self-defense army to fight the guerrillas, intensifying the armed conflict in Colombia. However, what seemed like a unified struggle is threatened by betrayal.",3/4/13,1.2092,"Drama, Action & Adventure, War & Politics",Colombia,Spanish,7.3,258
1748,He-Man and the Masters of the Universe,"When Adam, Prince of the planet Eternia, raises his magic sword he transforms into He-Man (the most powerful man in the universe).  With his allies and friends, he battles the evil Skeletor and his minions to protect the secrets of Castle Greyskull.",9/5/83,8.7494,"Action & Adventure, Animation, Sci-Fi & Fantasy, Kids",United States,English,7.326,390
1749,Wacky Races,"Wacky Races is an animated television series produced by Hanna-Barbera that originally aired in 1968. The show is a parody of traditional car races, featuring a variety of eccentric characters and their outlandish vehicles, all racing across different terrains in a madcap competition for first place.

The series is centered around a group of 11 racers, each with their own unique vehicle and distinct personality. The main characters include Dick Dastardly and his dog Muttley, who are always trying to cheat and sabotage the other competitors, although they never succeed. Other notable racers include Penelope Pitstop, the glamorous but tough driver; the adventurous Red Max; and the lovable duo, the Slag Brothers, who drive a massive, rock-like car.",9/14/68,5.0747,"Family, Animation, Comedy, Kids","United States, United Kingdom",English,7.3,229
1750,Turner & Hooch,A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.,7/21/21,3.9074,"Comedy, Family, Action & Adventure, Crime",United States,English,7.3,245
1751,JAG,"Harmon ""Harm"" Rabb Jr. is a former pilot turned lawyer working for the military's JAG (Judge Advocate General) division, the elite legal wing of officers that prosecutes and defends those accused of military-related crimes. He works closely with Lt. Col. Sarah Mackenzie, and together they do what needs to be done to find the truth.",9/23/95,47.7121,"Drama, Action & Adventure, Crime",United States,English,7.3,374
1752,Torchwood,"The exploits of a team of people whose job is to investigate the unusual, the strange and the extraterrestrial.",10/22/06,11.9593,"Sci-Fi & Fantasy, Action & Adventure, Drama",United Kingdom,English,7.3,538
1753,The Dukes of Hazzard,"Cousins Bo and Luke Duke and their car ""General Lee"", assisted by Cousin Daisy and Uncle Jesse, have a running battle with the authorities of Hazzard County (Boss Hogg and Sheriff Coltrane), plus a string of ne'er-do-wells often backed by the scheming Hogg.",1/26/79,12.5661,"Action & Adventure, Drama, Comedy, Crime",United States,English,7.3,326
1754,Mayfair Witches,"An intuitive young neurosurgeon discovers that she is the unlikely heir to a family of witches. As she grapples with her newfound powers, she must contend with a sinister presence that has haunted her family for generations.",1/8/23,7.2424,"Drama, Sci-Fi & Fantasy",United States,English,7.3,303
1755,Salem,"Set in the volatile world of 17th century Massachusetts, 'Salem' explores what really fueled the town's infamous witch trials and dares to uncover the dark, supernatural truth hiding behind the veil of this infamous period in American history. In Salem, witches are real, but they are not who or what they seem.",4/20/14,6.4947,"Sci-Fi & Fantasy, Mystery, Drama",United States,English,7.32,359
1756,Survivor,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",5/31/00,27.0614,Reality,United States,English,7.3,414
1757,Harry Potter: Hogwarts Tournament of Houses,Wizarding World fans put their Harry Potter knowledge to the test for the ultimate honor to be named House Cup champion.,11/28/21,1.9146,"Reality, Family",United States,English,7.3,296
1758,Rosario Tijeras,"This is the story of the legendary Rosario Tijeras, the beautiful warrior from a slum who fell in love with Antonio and Emilio, two handsome and wealthy young men. Antonio, a young architect, desperately rushes the dying Rosario Tijeras to a nearby hospital. The beautiful Rosario has been shot four times by a hitman. While he waits for his beloved Rosario to be saved from her wounds, Antonio recalls how Rosario, a beautiful teenager, became the murderer Rosario Tijeras. And how he, a dashing young man, makes her his obsession. The woman of his dreams.",7/23/10,2.3989,"Action & Adventure, Crime, Drama",Colombia,Spanish,7.318,1101
1759,Limitless,"Brian Finch's life takes an extraordinary turn when he uses NZT-48, a neuroenhancing drug whose mystery and chaos lead him to working for the FBI and a senator who is not what he seems.",9/22/15,5.009,"Drama, Comedy, Action & Adventure",United States,English,7.318,901
1760,Devs,"Young computer engineer Lily Chan investigates the secretive development division of her employer, a cutting-edge tech company based in San Francisco, which she believes is behind the murder of her boyfriend.",3/5/20,4.4411,"Sci-Fi & Fantasy, Drama, Mystery",United States,English,7.317,726
1761,The Unit,"A covert team of special forces operatives risk their lives on undercover missions around the globe, while their wives maintain the homefront, protecting their husbands' secrets.",3/7/06,11.0935,"Action & Adventure, Drama",United States,English,7.317,202
1762,Sugar,An enigmatic private detective struggles with personal demons as he investigates the disappearance of a Hollywood producer's beloved granddaughter.,4/4/24,7.1981,"Drama, Mystery",United States,English,7.316,255
1763,Acapulco,"In 1984, Maximo Gallardo's dream comes true when he gets the job of a lifetime at Acapulco's hottest resort, Las Colinas. But he soon realizes that working there will be far more complicated than he ever imagined.",10/8/21,10.5569,"Comedy, Drama",United States,English,7.316,361
1764,"Nevertheless,",The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,6/19/21,5.6753,Drama,South Korea,Korean,7.3,207
1765,Mrs. Fletcher,"Empty nest divorcée Eve Fletcher reinvents her life to find the happiness and sexual fulfillment that’s eluded her, and her college freshman son Brendan.",10/27/19,2.5314,"Comedy, Drama",United States,English,7.315,311
1766,Dark Desire,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her.",7/15/20,9.6586,"Mystery, Drama",Mexico,Spanish,7.311,4254
1767,Guilty Crown,"The story revolves around Shu Ouma, a high school boy who inadvertently obtains an ability called ""The Power of the Kings"" that enables him to draw out items called ""Voids"" from other people. He is then thrown into the conflict between a resistance group called Funeral Parlor which aims to restore Japan's independence from a quasi-governmental organization known as the GHQ. In the process, Shu has to deal with the burden his ability puts on his shoulders and the horrific mystery of his past.",10/13/11,8.0963,"Animation, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,7.311,219
1768,Tru Calling,A university graduate working in the city morgue is able to repeat the same day over again to prevent murders or other disasters.,10/30/03,5.402,"Sci-Fi & Fantasy, Drama, Mystery",United States,English,7.3,257
1769,The Equalizer,"Robyn McCall, an enigmatic former CIA operative with a mysterious background, uses her extensive skills to help those with nowhere else to turn.",2/7/21,18.0443,"Crime, Drama",United States,English,7.3,309
1770,Fate/stay night,"Shirou Emiya lost his parents in a fire when he was young and was later adopted by the sorcerer Kiritsugu Emiya. Shirou is drawn into the Holy Grail War summons a female ""Servant"" known as Saber to protect him and obtain the Holy Grail.",1/7/06,6.6436,"Animation, Sci-Fi & Fantasy, Action & Adventure",Japan,Japanese,7.309,223
1771,The Dropout,"The story of Elizabeth Holmes, the enigmatic Stanford dropout who founded medical testing start-up Theranos. Lauded as a Steve Jobs for the next tech generation and once worth billions of dollars, the myth crumbled when it was revealed that none of the tech actually worked, putting thousands of people's health in grave danger.",3/3/22,4.2544,Drama,United States,English,7.305,308
1772,Tiny Pretty Things,"When an attack brings down the star student at an elite ballet school, her replacement enters a world of lies, betrayal -- and cutthroat competition.",12/14/20,2.2852,"Drama, Mystery",United States,English,7.305,246
1773,Gossip Girl,"Eight years after the original website went dark, a new generation of New York private school teens are introduced to the social surveillance of Gossip Girl.",7/8/21,5.401,"Drama, Mystery",United States,English,7.3,311
1774,The White Queen,"Set against the backdrop of the Wars of the Roses, the series is the story of the women caught up in the protracted conflict for the throne of England.",6/16/13,4.5986,Drama,United Kingdom,English,7.305,349
1775,Mom,"Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.",9/23/13,37.604,"Comedy, Drama",United States,English,7.302,615
1776,Johnny Bravo,"Johnny Bravo tells the story of a biceps-bulging, karate-chopping free spirit who believes he is a gift from God to the women of the earth. Unfortunately for Johnny, everyone else sees him as a narcissistic Mama's boy with big muscles and even bigger hair. In short, he is the quintessential guy who 'just doesn't get it.' No matter what he does, or where he finds himself, he always winds up being his own worst enemy.",7/7/97,13.5238,"Animation, Comedy, Family",United States,English,7.303,609
1777,"Magnum, P.I.","A private investigator who works when he wants, lives in a beachfront estate in Hawaii, drives a posh Ferrari, runs up an unlimited tab at a swank bar, and charms attractive women in peril - that's the lifestyle of Thomas Magnum, aka Magnum, P.I.",12/11/80,25.0361,"Action & Adventure, Crime, Drama, Mystery",United States,English,7.302,417
1778,Lethal Weapon,A slightly unhinged former Navy SEAL lands a job as a police officer in Los Angeles where he's partnered with a veteran detective trying to keep maintain a low stress level in his life.,9/21/16,17.8512,"Action & Adventure, Crime, Drama, Comedy",United States,English,7.301,775
1779,Two Weeks to Live,"When strange young misfit Kim Noakes was just a little girl, her father died in murky circumstances and her mother Tina whisked her away to a remote rural life of seclusion and bizarre survival techniques. Now all grown up, Kim sets out into the real world for the first time to begin a secret mission of honouring her father’s memory.",9/2/20,1.5023,"Comedy, Action & Adventure, Crime",United Kingdom,English,7.3,218
1780,MacGyver,20-something Angus MacGyver creates a clandestine organization where he uses his knack for solving problems in unconventional ways to help prevent disasters from happening.,9/23/16,21.9942,"Drama, Action & Adventure",United States,English,7.3,953
1781,The Diary of Anne Frank,Five-part adaptation of Anne Frank's famous wartime diaries in which a young teenager and her family go into hiding from the Nazis in wartime Amsterdam.,1/5/09,1.559,"Drama, War & Politics",United Kingdom,English,7.3,368
1782,Gilmore Girls: A Year in the Life,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",11/25/16,4.2553,"Drama, Comedy",United States,English,7.3,409
1783,The Jetsons,"Meet George Jetson and his quirky family: wife Jane, son Elroy and daughter Judy. Living in the automated, push-button world of the future hasn't made life any easier for the harried husband and father, who gets into one comical misadventure after another!",9/23/62,10.217,"Animation, Comedy, Family, Kids",United States,English,7.3,480
1784,Panic,"In the forgotten town of Carp, Texas, Panic is the only way out. Every summer the graduating seniors risk their lives competing in a series of challenges for the chance to win life-changing money. After the death of two players the stakes—and danger—have never been higher.",5/27/21,1.6913,"Action & Adventure, Drama, Crime",United States,English,7.3,283
1785,The Scent of Passion,,5/25/21,4.2632,Soap,United States,Spanish,7.296,387
1786,Haunted: Latin America,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series.",3/31/21,1.2436,Reality,Mexico,Spanish,7.296,285
1787,Witches of East End,"The adventures of Joanna Beauchamp and her two adult daughters Freya and Ingrid -- both of whom unknowingly are their family's next generation of witches -- who lead seemingly quiet, uneventful modern day lives in Long Island's secluded seaside town of East Haven. When Freya becomes engaged to a young, wealthy newcomer, a series of events forces Joanna to admit to her daughters they are, in fact, powerful and immortal witches.",10/6/13,5.2499,"Sci-Fi & Fantasy, Drama",United States,English,7.296,248
1788,Dead to Me,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,5/3/19,6.5411,"Drama, Comedy, Crime",United States,English,7.295,577
1789,Trapped,The body of a murder victim turns up in a small Icelandic village just as a major snowstorm cuts the region off from the rest of the world.,12/27/15,5.3189,"Drama, Mystery, Crime",Iceland,Icelandic,7.3,260
1790,La Jauría,"Blanca, student leader of the feminist movement in an occupied school, goes missing: hours later, a video of a group raping the girl goes viral. In their aim to find her, a police squad formed by three women puts their lives and that of their families at risk. As they look for Blanca and investigate, they will find out that behind this gender crime there is much more than just one offender.",7/10/20,2.1192,"Drama, Crime",Chile,Spanish,7.3,599
1791,Absentia,A missing FBI agent reappears six years after being declared dead.,9/25/17,87.7418,"Crime, Drama, Mystery",United States,English,7.292,341
1792,SIX,Action drama series inspired by the real missions of Navy SEAL Team Six.,1/18/17,5.6888,"War & Politics, Drama, Crime, Action & Adventure",United States,English,7.3,502
1793,Supergirl,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",10/26/15,29.1573,"Drama, Sci-Fi & Fantasy, Action & Adventure",United States,English,7.3,4294
1794,NCIS: New Orleans,"A drama about the local field office that investigates criminal cases affecting military personnel in The Big Easy, a city known for its music, entertainment and decadence.",9/23/14,16.1243,"Action & Adventure, Drama, Comedy",United States,English,7.29,450
1795,V Wars,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",12/5/19,2.9446,"Sci-Fi & Fantasy, Drama","Canada, United States",English,7.3,332
1796,The Exorcist,Follow the lives of two very different priests tackling one family’s case of terrifying demonic possession.,9/23/16,5.5566,"Mystery, Drama",United States,English,7.288,723
1797,Barbarians,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",10/23/20,4.9612,"Action & Adventure, Drama",Germany,German,7.3,632
1798,María Isabel,"Native American girl Maria Isabel makes friends with Graciela, a rich white girl, despite Graciela's father's opposition; their friendship lasts into their adulthood.",8/4/97,2.8484,"Soap, Drama, Family",Mexico,Spanish,7.3,282
1799,Grotesquerie,"A series of heinous crimes have unsettled a small community, and Detective Lois Tryon feels they are eerily personal, as if someone—or something—is taunting her.",9/25/24,5.8594,"Drama, Mystery, Crime",United States,English,7.285,237
1800,Bitten,"Elena Micheals thought she left the world of supernatural behind when she left Stonehaven behind 'for good this time' she thought. Until the night she got the mysterious call from her pack leader asking her to come back. So now she is heading back, leaving her life as a normal photographer in Toronto for the moment to re-enter the world of werewolves, rules about protect the pack and a man she has spent years trying to get out of her system. Oh and did she mention she was the only living female werewolf in existence?",1/11/14,3.983,"Drama, Sci-Fi & Fantasy",Canada,English,7.285,264
1801,Batman,"Wealthy entrepreneur Bruce Wayne and his ward Dick Grayson lead a double life: they are actually crime fighting duo Batman and Robin. A secret Batpole in the Wayne mansion leads to the Batcave, where Police Commissioner Gordon often calls with the latest emergency threatening Gotham City. Racing to the scene of the crime in the Batmobile, Batman and Robin must (with the help of their trusty Bat-utility-belt) thwart the efforts of a variety of master criminals, including The Riddler, The Joker, Catwoman, and The Penguin.",1/12/66,20.0298,"Sci-Fi & Fantasy, Comedy, Action & Adventure",United States,English,7.3,568
1802,Murderbot,"In a high-tech future, a rogue security robot secretly gains free will. To stay hidden, it reluctantly joins a new mission protecting scientists on a dangerous planet...even though it just wants to binge soap operas.",5/15/25,8.6098,"Comedy, Drama, Sci-Fi & Fantasy",United States,English,7.3,339
1803,Pokémon Origins,"Follow Red as he travels through the Kanto region, encounters Team Rocket, battles his rival, and  challenges the Pokémon League!",10/2/13,2.2977,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,7.283,338
1804,Hart of Dixie,"New Yorker Zoe Hart has it all figured out - after graduating top of her class from medical school, she'll follow in her father's footsteps and become a cardio-thoracic surgeon. But when her dreams fall apart, Zoe decides to work at a small practice in Bluebell, Alabama.",9/26/11,11.4472,"Comedy, Drama",United States,English,7.283,307
1805,Afro Samurai,"In a futuristic Japan where conflicts are settled by the sword, Afro Samurai must avenge his father's murder by challenging a powerful warrior.",1/4/07,3.1331,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,7.3,299
1806,The Bondsman,"Backwoods bounty hunter Hub Halloran comes back from the dead with an unexpected second chance at life, love, and a nearly-forgotten musical career — only to find that his old job now has a demonic new twist.",4/3/25,6.4428,"Action & Adventure, Sci-Fi & Fantasy, Comedy",United States,English,7.282,229
1807,And Just Like That…,"This new chapter of “Sex and the City” follows Carrie, Miranda and Charlotte as they navigate the journey from the complicated reality of life and friendship in their 30s to the even more complicated reality of life and friendship in their 50s.",12/9/21,9.2756,"Comedy, Drama",United States,English,7.3,520
1808,Nicky Jam: El Ganador,Follow Reggaeton artist Nicky Jam's struggles to overcome drug addiction and rise to international success in this dramatization of his life story.,11/30/18,1.7737,Drama,Colombia,Spanish,7.3,540
1809,"Hugo Chávez, El Comandante","The life of Hugo Chavez; from childhood, his arrival to power, confrontations, and loves to his last days as president.",1/31/17,2.0593,"Documentary, Drama","Colombia, United States, Venezuela",Spanish,7.281,556
1810,Griselda,"Inspired by real events, this fictional dramatization shows Griselda Blanco's journey from Medellín to becoming ""the Godmother"" of Miami's drug empire.",1/25/24,3.0927,"Drama, Crime",United States,English,7.279,359
1811,Star Trek: Picard,"Set twenty years after the events of Star Trek Nemesis, we follow the now-retired Admiral Picard into the next chapter of his life.",1/23/20,13.3014,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,7.3,1811
1812,Last Man Standing,A married father of three tries to maintain his manliness in a world increasingly dominated by women.,10/11/11,15.909,Comedy,United States,English,7.3,337
1813,Evil Genius,This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck - and gets weirder from there.,5/11/18,1.4623,"Documentary, Crime, Mystery",United States,English,7.276,245
1814,Feel Good,Recovering addict and comedian Mae tries to control the addictive behaviors and intense romanticism that permeate every facet of their life. Life is further complicated by a new and all-consuming relationship with their new girlfriend George.,3/18/20,2.2887,"Drama, Comedy",United Kingdom,English,7.3,231
1815,Biohackers,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,8/20/20,2.4525,"Drama, Sci-Fi & Fantasy, Action & Adventure, Mystery",Germany,German,7.3,369
1816,GLOW,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.",6/23/17,7.5469,"Comedy, Drama",United States,English,7.272,414
1817,Lilyhammer,"After Frank The Fixer Tagliano testifies against his Mafia boss in New York, he enters the Witness Protection Program and makes an unusual demand: he wants to be set up with a new life in the Norwegian small town of Lillehammer or as he calls it, Lilyhammer.",1/25/12,4.6168,"Drama, Comedy, Crime",Norway,English,7.272,272
1818,Dune: Prophecy,"Ten thousand years before the ascension of Paul Atreides, sisters Valya and Tula Harkonnen establish the fabled sect and female order that would become known as the Bene Gesserit to control the future of humankind.",11/17/24,9.467,"Sci-Fi & Fantasy, Drama, Action & Adventure",United States,English,7.274,487
1819,DC's Legends of Tomorrow,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",1/21/16,21.5474,"Action & Adventure, Sci-Fi & Fantasy, Drama",United States,English,7.3,2392
1820,The Lord of the Rings: The Rings of Power,"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",9/1/22,33.2365,"Action & Adventure, Sci-Fi & Fantasy, Drama",United States,English,7.3,3491
1821,Resurrection,"The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear.",5/15/14,6.8287,"Sci-Fi & Fantasy, Drama",United States,English,7.268,306
1822,The Great Heist,"Based on the 1994 robbery of US$33 million from Colombia's central bank, which turned the country upside down.",8/14/20,1.2019,"Crime, Drama",Colombia,Spanish,7.3,602
1823,Garfield and Friends,"The animated stories of Garfield the cat, Odie the dog, their owner Jon and the trouble they get into. And also Orson the Pig and his adventures on a farm with his fellow farm animals.",9/17/88,15.5117,"Animation, Comedy, Kids",United States,English,7.3,380
1824,Top Secret UFO Projects Declassified,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",1/19/21,1.3883,Documentary,United Kingdom,English,7.3,238
1825,The Six Million Dollar Man,"Follow the adventures of Steve Austin, cybernetically enhanced astronaut turned secret agent, employed by the OSI, under the command of Oscar Goldman and supervised by the scientist who created his cybernetics, Rudy Wells. Steve uses the superior strength and speed provided by his bionic arm and legs, and the enhanced vision provided by his artificial eye, to fight enemy agents, aliens, mad scientists, and a wide variety of other villains.",1/18/74,15.4962,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,7.264,411
1826,The Secret Circle,"After her mother dies in a fire, Cassie Blake moves in with her grandmother in the small town of Chance Harbor, Washington. As she gets to know her high school classmates, strange and frightening things begin to happen. They are all descended from powerful witches, and they've been waiting for Cassie to join them and complete a new generation of the Secret Circle. What they don't yet know is that darker powers are at play and that Cassie's mother's death might not have been an accident.",9/15/11,3.6074,"Drama, Sci-Fi & Fantasy",United States,English,7.3,354
1827,"Two Women, One Road","Dos mujeres, un camino is a Mexican telenovela, produced by Televisa, which originally aired from August 2, 1993 to July 1, 1994, on Canal de las Estrellas.",8/16/93,3.2672,Drama,Mexico,Spanish,7.3,297
1828,Mythic Quest,"Meet the team behind the biggest multiplayer video game of all time. But in a workplace focused on building worlds, molding heroes, and creating legends, the most hard-fought battles don’t occur in the game—they happen in the office.",2/7/20,9.2093,Comedy,United States,English,7.3,412
1829,War of the Worlds,"When astronomers detect a transmission from another galaxy, it is definitive proof of intelligent extra-terrestrial life. The world’s population waits for further contact with bated breath. They do not have to wait long. Within days, mankind is all but wiped out by a devastating attack; pockets of humanity are left in an eerily deserted world. As aliens hunt and kill those left alive, the survivors ask a burning question – who are these attackers and why are they hell-bent on our destruction?",10/28/19,6.2497,"Sci-Fi & Fantasy, Drama",France,English,7.3,888
1830,The Rain,"After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety. A Scandinavian thriller series.",5/4/18,6.1003,"Sci-Fi & Fantasy, Drama",Denmark,Danish,7.3,1286
1831,Z Nation,"Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.",9/12/14,16.0086,"Mystery, Action & Adventure, Drama",United States,English,7.3,915
1832,Doug,"Doug Funnie experiences common predicaments while attending school in his new hometown of Bluffington, Virginia.",8/18/91,9.8352,"Animation, Comedy, Kids",United States,English,7.255,231
1833,Just Beyond,"An anthology series that tells astonishing and thought-provoking stories of a reality just beyond the one we know. Each episode introduces viewers to a new cast of characters who must go on a surprising journey of self-discovery in a supernatural world of witches, aliens, ghosts and parallel universes.",10/13/21,3.9483,"Family, Comedy",United States,English,7.3,232
1834,Big Sky,"Private detective Cassie Dewell partners with ex-cop Jenny Hoyt on a search for two sisters who have been kidnapped by a truck driver on a remote highway in Montana. When they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the perpetrator before another woman is taken.",11/17/20,9.7511,"Crime, Drama, Mystery",United States,English,7.249,283
1835,NOS4A2,"A young Victoria ""Vic"" McQueen discovers she has the power to unlock portals that help her find lost objects. As she delves further into this hidden universe, she encounters many other ""inscape travelers"" - some benevolent, and some who have been corrupted by their power. When Vic encounters Charlie Manx, an immortal who stays that way by feeding off of the souls of children, she makes a sworn enemy of Manx.",6/2/19,5.0429,"Sci-Fi & Fantasy, Drama",United States,English,7.254,401
1836,La Prepago,La Prepago is about a woman living a double life: one as a beautiful university student with a normal love life from a traditional family; the other as a high-class escort who is paid for companionship and to satisfy the sexual appetites of men.,6/19/13,1.039,Drama,Colombia,Spanish,7.3,224
1837,Timeless,"A mysterious criminal steals a secret state-of-the-art time machine, intent on destroying America as we know it by changing the past. Our only hope is an unexpected team: a scientist, a soldier and a history professor, who must use the machine's prototype to travel back in time to critical events. While they must make every effort not to affect the past themselves, they must also stay one step ahead of this dangerous fugitive. But can this handpicked team uncover the mystery behind it all and end his destruction before it's too late?",10/3/16,11.2485,"Drama, Action & Adventure, Sci-Fi & Fantasy",United States,English,7.254,756
1838,Broken Promises,"Persuaded by promises of a better life, three young women are sold into prostitution and must risk their lives and their families to escape.",3/4/13,2.2281,"Drama, Crime",Colombia,Spanish,7.253,329
1839,The Incredible Hulk,"During an experiment gone bad, radiation turns a scientist into a raging green behemoth whenever he becomes agitated. Unable to control his transformations, David Banner searches for a cure as he crosses the country, fugitive-style, with a dogged tabloid reporter on his trail.",11/4/77,11.9338,"Sci-Fi & Fantasy, Action & Adventure, Drama",United States,English,7.3,480
